Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
156785,Diaspora,Greg Egan,"Egan, Greg",,"=""3453161815""","=""9783453161818""",0,4.12,Heyne,Paperback,443,2000,1997,,2022/10/11,to-read,to-read (#140),to-read,,,,0,0
17863,Accelerando (Singularity),Charles Stross,"Stross, Charles",,"=""0441014151""","=""9780441014156""",0,3.88,Ace,Mass Market Paperback,415,2006,2005,,2022/10/11,to-read,to-read (#139),to-read,,,,0,0
41795733,Range: Why Generalists Triumph in a Specialized World,David   Epstein,"Epstein, David",,"=""0735214484""","=""9780735214484""",0,4.14,Riverhead Books,Hardcover,352,2019,2019,,2022/10/09,to-read,to-read (#138),to-read,,,,0,0
54503521,A Thousand Brains: A New Theory of Intelligence,Jeff Hawkins,"Hawkins, Jeff",Richard Dawkins,"=""1541675819""","=""9781541675810""",0,4.06,Basic Books,Hardcover,288,2021,2021,,2022/10/08,to-read,to-read (#137),to-read,,,,0,0
1963638,The Untethered Soul: The Journey Beyond Yourself,Michael A. Singer,"Singer, Michael A.",,"=""1572245379""","=""9781572245372""",0,4.22,New Harbinger Publications,Paperback,183,2007,2007,,2022/09/08,to-read,to-read (#136),to-read,,,,0,0
40643048,Constructor theory of information,David Deutsch,"Deutsch, David",Chiara Marletto,"=""""","=""""",0,4.50,the Royal Society ,ebook,18,2015,,,2022/09/07,to-read,to-read (#135),to-read,,,,0,0
6334,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",0,3.84,Vintage Books ,Paperback,288,2010,2005,,2022/08/18,to-read,to-read (#134),to-read,,,,0,0
66863,Only the Paranoid Survive. Lessons from the CEO of INTEL Corporation,Andrew S. Grove,"Grove, Andrew S.",,"=""1861975139""","=""9781861975133""",2,3.97,Profile Business,Paperback,224,1998,1988,,2022/05/25,not-going-to-finish,not-going-to-finish (#7),read,"This book did not age well... Do not recommend.<br/><br/>Andy grove talks about how he didn't realize Intel was no longer a startup after 30 years, talked about the concept of an ""inflection point"" as if it's a novel concept, and discussed how Intel transitioned from being B2C to D2C. I only made it a chapter and a half in...<br/><br/>It may have been novel and original in the 90s, but there are many better books, movies, shows, and podcasts nowadays.",,,1,0
59530244,Life Force: How New Breakthroughs in Precision Medicine Can Transform the Quality of Your Life  Those You Love,Tony Robbins,"Robbins, Tony","Peter H. Diamandis, Robert Hariri","=""1982121734""","=""9781982121730""",5,4.06,Simon  Schuster,ebook,720,2022,2022,2022/08/07,2022/03/08,,,read,"tl;dr, in 2022:<br/>1. 10% is a must-read that people will look back on as the recipes of modern life (first two chapters)<br/>2. 10% is a timeless reference that I can see myself listening back to periodically every few years (last two chapters)<br/>3. 80% is a good reference but will likely be outdated or superseded by better text in the next 1-2 decades (everything else)<br/><br/>--- <br/><br/>1.<br/><br/>The fact that Tony Robbins fixed his rotator cuff with stem cells in 3 days without surgery and rehab is hard to believe, but I guess it's where things are going and we'll see with time.<br/><br/>As someone who is dealing with a herniated disc, I have asked several surgeons about this who have all been telling me that it works great for joins & tendons, but there isn't enough evidence for herniations yet.<br/><br/>Anecdotely, I have a friend who has a microdiscectomy that re-herniated and was planning on getting a second one. He decided to try out stem cells, and though he had no results for 3 months, he later woke up one day and was completely healed.<br/><br/>2.<br/><br/>The last couple of chapters, narrated by Tony himself, are timeless. Everything related to attitude, gratitude and mindfulness is timeless, and I think I will grow to appreciate it more and more every time I listen to it. At the time of writing this, I plan to listen back to those last two chapters every couple of years.<br/><br/>3.<br/><br/>Most of the center of the book is more a reference than anything that's SUPER captivating or exciting. I've heard a lot of the concepts in various podcasts, but still managed to learn a lot of new things. I think it's worth listening to but wouldn't call it a must. Knowing the chapter names and using it as a reference is worth it.<br/><br/>---<br/><br/>The only thing that bothers me a bit, which was raised to me by a friend, is that Tony does have a vested financial interest in a lot of the companies and products he touted. He discloses all of his investments but sometimes says, ""This product is unlike any other, and that is why I decided to invest."" There was a product (whose name now escapes me) related to using ultrasound to help with pain. Upon searching for a clinic that supports this, I learned it's extremely proprietary technology only available in one clinic in the US. He made it sound like a commonplace medical procedure, which felt misleading.",,,1,0
10016013,Harry Potter and the Methods of Rationality,Eliezer Yudkowsky,"Yudkowsky, Eliezer",,"=""""","=""""",0,4.39,hpmor.com & fanfiction.net,ebook,2184,2015,2015,,2022/07/04,to-read,to-read (#133),to-read,,,,0,0
58446218,How to Take Over the World: Practical Schemes and Scientific Solutions for the Aspiring Supervillain,Ryan North,"North, Ryan",,"=""059319201X""","=""9780593192016""",0,4.04,Riverhead Books,Hardcover,416,2022,2022,,2022/07/04,to-read,to-read (#132),to-read,,,,0,0
29214420,Doughnut Economics: Seven Ways to Think Like a 21st-Century Economist,Kate Raworth,"Raworth, Kate",,"=""1847941389""","=""9781847941381""",0,4.19,UNKNO,Paperback,384,2017,2017,,2022/06/25,to-read,to-read (#131),to-read,,,,0,0
61250024,Silicon Valley Porn Star: A Memoir of Redemption and Rediscovering the Self,Jason Portnoy,"Portnoy, Jason",,"=""1544532199""","=""9781544532196""",0,4.41,Honest Climb Media,ebook,,2022,,,2022/06/17,to-read,to-read (#130),to-read,,,,0,0
56015023,This Is Your Mind on Plants,Michael Pollan,"Pollan, Michael",,"=""0593296907""","=""9780593296905""",0,3.86,Penguin Press,Hardcover,288,2021,2021,,2022/06/17,to-read,to-read (#129),to-read,,,,0,0
144960,The Conscious Mind: In Search of a Fundamental Theory,David J. Chalmers,"Chalmers, David J.",,"=""0195117891""","=""9780195117899""",0,4.00,"Oxford University Press, USA",Paperback,432,1997,1996,,2022/06/11,to-read,to-read (#128),to-read,,,,0,0
33268384,"iGen: Why Today’s Super-Connected Kids Are Growing Up Less Rebellious, More Tolerant, Less Happy--and Completely Unprepared for Adulthood--and What That Means for the Rest of Us",Jean M. Twenge,"Twenge, Jean M.",,"=""1501151983""","=""9781501151989""",0,3.79,Atria Books,Hardcover,352,2017,2017,,2022/06/11,to-read,to-read (#127),to-read,,,,0,0
58724926,"When They Win, You Win: Being a Great Manager Is Simpler Than You Think",Russ Laraway,"Laraway, Russ",,"=""1250279666""","=""9781250279668""",0,4.30,St. Martin's Press,Hardcover,296,2022,2022,,2022/05/30,to-read,to-read (#126),to-read,,,,0,0
41571759,Conscious: A Brief Guide to the Fundamental Mystery of the Mind,Annaka Harris,"Harris, Annaka",,"=""0062906712""","=""9780062906717""",0,3.83,Harper,Hardcover,144,2019,2019,,2022/05/27,to-read,to-read (#125),to-read,,,,0,0
35167718,"""What Do You Care What Other People Think?"": Further Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.",Ralph Leighton,"=""0393355640""","=""9780393355642""",0,4.18,W. W. Norton & Company,Paperback,288,2018,1988,,2022/05/25,to-read,to-read (#124),to-read,,,,0,0
10260,The Pleasure of Finding Things Out: The Best Short Works of Richard P. Feynman,Richard P. Feynman,"Feynman, Richard P.","Jeffrey Robbins, Freeman Dyson","=""""","=""""",0,4.23,Basic Books,Paperback,270,2005,1999,,2022/05/25,to-read,to-read (#123),to-read,,,,0,0
9938498,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Erik Larson,"Larson, Erik",,"=""0307408841""","=""9780307408846""",0,3.87,Crown,Hardcover,448,2011,2011,,2022/05/25,to-read,to-read (#122),to-read,,,,0,0
22816087,Seveneves,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,4.00,William Morrow,Kindle Edition,872,2015,2015,,2022/05/25,to-read,to-read (#121),to-read,,,,0,0
41552709,The Uninhabitable Earth: Life After Warming,David Wallace-Wells,"Wallace-Wells, David",,"=""0525576703""","=""9780525576709""",2,4.02,Tim Duggan Books,Hardcover,310,2019,2019,2019/06/05,2019/02/22,not-going-to-finish,not-going-to-finish (#1),read,"Soon to come.<br/><br/>EDIT: Someone recently asked me about my thoughts on this book, and I realize I never published a review. The set of notes below is what I jotted down in 2019 (unedited, with typos, etc.) and am posting here, for completeness, in 2022.<br/><br/>----------<br/><br/>I didn't feel like I was Learning by listening to doomsday scenarios <br/>- more than half of all global emissions in the last 30 decades<br/>- 200mm people on earth during Roman empire. 200mmm will be evicted by 2100 due to climate. Bad reference <br/>- Draws a blooming tale of 8 degrees warming followed by a paper that states that environment is actually less sense to r to carbon than we thought. Climate less sense I've to.emissions. 5 degrees is a. Ear worst case <br/>- Heat waves<br/>- Lots of natural disasters Ina short time period <br/>- Animals dying<br/>- Some parts of getting too warm<br/>- Different leaf colours<br/>- Huber nation patterns of hairs change <br/>- Random stats about cost of each degree of global warming. He's saying no economic growth (steady state economics) of temperature grows Hy four degrees by 2100 - bullshit<br/>- He mentioned carbon capture or geonerring solution that'll result in a ""grim"" situation rather than apocalyptic. I would argue that science always has unexpected innovations <br/>- ""a simple.change to the butcoin algorithm"" could eliminate butcoin footprint entirely. This person needs to be fact checked like hell<br/>- He says things like ""warmest temperature ever records"", but we haven't been recording data for all that long",,,1,0
49040,Death by Meeting: A Leadership Fable… about Solving the Most Painful Problem in Business,Patrick Lencioni,"Lencioni, Patrick",,"=""0787968056""","=""9780787968052""",0,4.02,Jossey-Bass,Hardcover,260,2004,2004,,2022/05/04,to-read,to-read (#120),to-read,,,,0,0
55723020,Dopamine Nation: Finding Balance in the Age of Indulgence,Anna Lembke,"Lembke, Anna",,"=""1524746738""","=""9781524746735""",2,3.93,Dutton Books,Unknown Binding,305,2021,2021,2022/04/16,2022/04/04,not-going-to-finish,not-going-to-finish (#6),read,"One of those books that I'm not going to finish since I just don't think it's a good use of my time given all the other podcasts I listen to discussing similar concepts. I know I (we?) have this problems, and confirmation bias without cutting edge discussions / solutions doesn't help.",,,1,0
53561395,The Cognitive Neurosciences (The MIT Press),David Poeppel,"Poeppel, David","George R. Mangun, Michael S. Gazzaniga, Sarah-Jayne Blakemore, Todd M. Preuss, Renée Baillargeon, Peipei Setoh, Stephanie Sloane, Kyong-sun Jin, Lin Bian, Anne-Lise Goddings, Jay N. Giedd, Eveline A. Crone, Kathryn L. Mills, James K. Rilling, Dietrich Stout, Steven P. Wise, Jason Scott Robert, André M. M. Sousa, Kyle A. Meyer, Nenad Šestan, Leah Krubitzer, Rodney Douglas, Kevan A.C. Martin, Olaf Sporns, Jon H. Kaas, Charnese Bowes, Man Chen, Michael W. Deem, Courtney Stevens, Helen Neville, Gregg H. Recanzone, Jennifer Blaze, Eric D. Roth, Tania L. Roth, Sabine Kastner, Jeremy Wolfe, John T. Serences, Steven J. Luck, Steven A. Hillyard, Maurizio Corbetta, Antonello Baldassare, Alicia Callejas, Lenny Ramsey, Gordon L. Shulman, Stefan Treue, Julio C. Martinez-Trujillo, Thilo Womelsdorf, Ayelet N. Landau, Pascal Fries, Behrad Noudoost, Eddy Albarran, Tirin Moore, Laurent Itti, Ali Borji, James J. DiCarlo, Rachel I. Wilson, Fred Rieke, Adrienne Fairhall, Bruno A. Olshausen, Xaq Pitkow, Markus Meister, Elad Schneidman, Nicole C. Rust, Douglas A. Ruff, Marlene R. Cohen, Wilson S. Geisler, Johannes Burge, Melchi M. Michel, Anthony D. D'Antona, Steven S. Hsiao, Manuel Gomez-Ramirez, Daniel Kersten, Alan L. Yuille, Kalanit Grill-Spector, Kevin S. Weiner, Richard P. Dum, Andreea C. Bostan, Peter L. Strick, Robert S. Turner, Benjamin Pasquereau, Jörn Diedrichsen, Amy Bastian, Frédéric Crevecoeur, Tyler Cluff, Stephen H. Scott, Aaron Batista, Roger N. Lemon, Matthew F. S. Rushworth, Bolton Ka Hung Chau, Urs Schüffelgen, Franz-Xaver Neubert, Nils Kolling, Scott H. Johnson-Frey, Scott T. Grafton, Anthony D. Wagner, Charan Ranganath, Michael E. Hasselmo, Chantal E. Stern, Lila Davachi, Alison Preston, Jill K. Leutgeb, Stefan Leutgeb, Jeremy R. Manning, Michael J. Kahana, Kenneth A. Norman, Melina R. Uncapher, Alan M. Gordon, Michael B. Miller, Ian G. Dobbins, Daphna Shohamy, Nathaniel D. Daw, Sinéad L. Mullally, Eleanor A. Maguire, Peter Hagoort, Katrin Amunts, Marco Catani, Asif A. Ghazanfar, William D. Marslen-Wilson, Mirjana Bozic, Lorraine K. Tyler, Marta Kutas, Kara D. Federmeier, Thomas P. Urbach, Karen Emmorey, Asli Özyürek, Stephen C. Levinson, Morten H. Christiansen, Ralph-Axel Müller, Paul W. Glimcher, Elizabeth A. Phelps, Todd F. Heatherton, Catherine A. Hartley, Justin M. Moscarello, Gregory J. Quirk, Dylan D. Wagner, Kevin N. Ochsner, Leah H. Somerville, BJ Casey, Dylan G. Gee, Paul J. Whalen, Timothy R. Koscik, Nicole White, Hanah A. Chapman, Adam K. Anderson, Peter Mende-Siedlecki, Alexander Todorov, Nalini Ambady, Jonathan B. Freeman, Guilio Tononi, Gabriel Kreiman, Marcello Massimini, Athena Demertzi, Steven Laureys, Hal Blumenfeld, Naotsugu Tsuchiya, Christof Koch, Sid Kouider, Jerome Sackur, Olaf Blanke, Patrick Haggard, B.A. Wandell, Alard Roebroeck, Rainer Goebel, Jarrod A. Lewis-Peacock, Yaniv Assaf, Danielle S. Bassett, Mary-Ellen Lynall, Tilman J. Kispersky, Timothy O'Leary, Eve Marder, Daniel Yoshor, Michael S. Beauchamp, Kelly A. Zalocusky, Karl Deisseroth, Daniel Marcus, Walter Sinnott-Armstrong, Adina L. Roskies, Lasana T. Harris, Victoria K. Lee, Beatrice H. Capestany, Joshua D. Greene, Uri Maoz, Gideon Yaffe, Annabelle M. Belcher, Nora D. Volkow, Frederick Gerard Moeller, Sergi Ferré, Lyn M. Gaudet Kiehl, Nathaniel E. Anderson, Kent A. Kiehl, Anjan Chatterjee, Scott A. Huettel, Anat Arzi, Snigdha Banerjee, Justin C. Cox, Dean D'Souza, Felipe De Brigard, Bradley B. Doll, Jacqueline Fairley, James Rodger Fleming","=""""","=""""",0,3.92,,Kindle Edition,,2020,,,2022/04/10,to-read,to-read (#119),to-read,,,,0,0
